User ID,Enrollment Date,Subscription Plan,Course Completion Rate,Courses Enrolled,Login Frequency (per month),Time Spent per Session (mins),Last Active Date,Forum Participation,Quiz Participation Rate,Assignment Submission Rate,Video Watch Completion Rate,Survey Response (1-5),Feedback Sentiment,Support Ticket Sentiment,Incomplete Courses Count,Engagement_inper,churn,Course Reminder Response,Gamified Progress Engagement,AI Recommendation Click Rate
U0513,12-01-2022,Basic,25.47,4,18,6.2,27-12-2022,46,74.77,89.41,65.89,2,Negative,N/A,3,84.51,0,Not Clicked,Active,94.91
U0514,30-08-2023,Standard,41.07,2,15,67.6,14-02-2024,14,55.07,49.79,27.26,1,Neutral,Positive,0,60.22,1,Not Clicked,Inactive,98.97
U0515,29-10-2022,Premium,23.69,5,8,117.2,08-09-2023,10,81.68,84.18,87.15,3,Positive,Neutral,4,45.39,0,Clicked,Active,48.42
U0516,10-09-2022,Premium,65.37,2,26,47.5,31-07-2023,21,95.96,80.14,48.5,2,Neutral,N/A,0,40.79,0,Clicked,Active,46.81
U0517,14-05-2023,Premium,42.71,2,9,46.1,13-08-2023,23,79.27,41.05,30.56,1,Neutral,Neutral,4,49.72,0,Not Clicked,Active,64.5
U0518,04-02-2022,Standard,85.96,6,5,44.6,03-08-2022,0,60.38,23.01,51.76,4,Neutral,Positive,3,4.04,0,Not Clicked,Inactive,55.56
U0519,28-12-2023,Standard,25.94,9,10,64.9,14-08-2024,17,49.33,40.61,38.2,4,Positive,Neutral,3,89.28,0,Not Clicked,Active,63.41
U0520,31-03-2022,Basic,38.11,4,20,55.7,25-01-2023,43,4.01,82.62,56.43,1,Positive,Neutral,0,99.83,0,Clicked,Active,87.4
U0521,28-08-2023,Basic,78.42,6,6,106.2,22-01-2024,11,98.43,22.76,11.45,3,Positive,N/A,0,18.15,1,Clicked,Active,74.63
U0522,25-08-2023,Standard,67.9,7,16,63.1,30-05-2024,42,38.35,52.44,99.7,1,Neutral,Positive,2,12.04,1,Clicked,Inactive,49.69
U0523,22-02-2023,Standard,25.16,6,24,63.4,29-08-2023,27,15.22,80.61,42.56,2,Neutral,N/A,4,14.36,0,Not Clicked,Active,46.19
U0524,25-04-2022,Basic,90.18,8,27,20.9,06-04-2023,39,66.67,35.35,34.82,2,Positive,Positive,2,66.1,0,Not Clicked,Active,63.96
U0525,09-09-2023,Premium,90.18,4,3,118,23-08-2024,6,28.43,64.22,71.02,4,Positive,Positive,1,66.14,0,Clicked,Active,45.57
U0526,15-07-2022,Standard,46.43,1,10,33.7,24-05-2023,22,58.58,24.56,36.39,1,Positive,Positive,1,84.79,0,Clicked,Active,45.78
U0527,16-05-2023,Standard,47.23,7,11,13.4,20-09-2023,20,58.68,10.93,83.33,4,Positive,N/A,0,75.18,0,Not Clicked,Inactive,1.63
U0528,18-09-2023,Standard,99.12,3,11,81.3,24-09-2023,33,44.57,79.44,45.43,3,Negative,Positive,3,44.97,0,Clicked,Active,17.41
U0529,08-05-2023,Standard,70.09,6,17,73.5,23-06-2023,10,83.61,9.9,71.96,2,Positive,N/A,1,61.29,0,Not Clicked,Active,48.85
U0530,16-03-2022,Basic,62.51,2,4,52.7,07-05-2022,21,26.5,27.14,10.75,5,Positive,Neutral,1,68.83,0,Not Clicked,Inactive,82.27
U0531,17-02-2023,Basic,87.05,9,4,53.6,22-08-2023,41,44.86,85.51,84.61,5,Negative,N/A,2,51.27,0,Clicked,Inactive,27.87
U0532,11-01-2023,Basic,42.82,1,17,95.3,17-02-2023,34,53.77,34.65,73.57,1,Positive,N/A,2,47.57,1,Clicked,Active,52.26
U0533,24-02-2023,Basic,54.33,6,9,27.5,07-10-2023,28,66.36,97.3,21.17,1,Neutral,N/A,1,64.51,1,Not Clicked,Inactive,34.5
U0534,30-12-2023,Standard,41.42,6,19,99.3,20-02-2024,41,78.4,97.97,14.53,5,Positive,N/A,0,55.75,0,Clicked,Active,10.48
U0535,04-10-2022,Standard,83.13,5,5,79.6,15-05-2023,27,39.48,26.83,31.63,1,Positive,Negative,2,64.39,1,Clicked,Active,95.83
U0536,07-11-2023,Basic,65.87,5,22,53.2,08-04-2024,17,64.6,4.1,97.61,2,Positive,N/A,1,61.29,0,Not Clicked,Inactive,85.47
U0537,29-01-2023,Standard,72.71,1,24,57.7,17-03-2023,13,15.06,70.51,25.68,3,Neutral,Positive,3,71.92,1,Not Clicked,Inactive,7.85
U0538,02-04-2023,Basic,40.18,5,6,34.5,17-03-2024,17,93.26,45.1,45.61,3,Positive,Positive,2,64.28,0,Not Clicked,Active,71.98
U0539,11-07-2022,Premium,37.62,2,3,91.5,04-12-2022,27,38.31,10.08,3,4,Positive,Negative,1,51.97,1,Clicked,Active,34.76
U0540,20-11-2023,Premium,59.07,7,22,64,22-01-2024,23,72.95,70.75,39.72,2,Neutral,Neutral,4,68.18,0,Clicked,Active,99.48
U0541,09-04-2022,Basic,79.01,3,1,41.9,23-03-2023,7,2.03,3.12,57.13,1,Positive,Neutral,2,44.95,0,Clicked,Active,30.24
U0542,02-07-2023,Standard,62.02,4,20,73.5,30-12-2023,41,20.52,87.02,95.31,1,Positive,Neutral,4,24.17,0,Clicked,Active,23.87
U0543,06-04-2022,Basic,22.61,3,22,119.5,08-08-2022,44,48.71,13.87,51.67,4,Positive,Neutral,2,0.14,0,Not Clicked,Active,56.79
U0544,26-10-2023,Standard,89.48,3,16,55.1,21-04-2024,7,87.83,12.73,81.91,4,Positive,Negative,2,56,0,Clicked,Inactive,83.51
U0545,25-10-2023,Standard,25.17,4,23,110.9,02-12-2023,3,52.73,17.57,54.71,1,Neutral,Positive,4,59.07,0,Not Clicked,Inactive,19.25
U0546,09-07-2022,Basic,96.47,5,11,44.7,25-03-2023,26,92.99,96.03,4.08,1,Neutral,N/A,0,97.2,1,Clicked,Active,70.94
U0547,06-02-2022,Standard,22.01,1,13,11.3,08-02-2022,35,48.38,69.32,31.5,2,Negative,N/A,1,36.15,0,Clicked,Active,6.14
U0548,04-01-2023,Basic,75.56,4,27,28.5,08-03-2023,4,49.04,80.14,57.55,4,Neutral,N/A,0,39.41,0,Not Clicked,Active,91.89
U0549,26-11-2023,Basic,26.58,8,10,53.1,24-12-2023,32,11.97,39.76,95.06,2,Positive,Neutral,0,20.18,0,Clicked,Active,8.11
U0550,09-06-2023,Standard,92.85,7,3,30.3,19-06-2023,48,80.27,33.63,85.91,1,Neutral,Neutral,1,7.05,1,Clicked,Active,91.42
U0551,06-10-2022,Basic,57.15,9,9,5,10-01-2023,33,24.7,23.45,22.84,5,Positive,N/A,3,77.28,1,Clicked,Inactive,49.08
U0552,05-08-2022,Standard,31,5,28,110.2,28-07-2023,29,89.96,48.06,22.01,5,Positive,N/A,0,24.97,1,Clicked,Active,44.81
U0553,30-09-2022,Standard,47.27,4,12,102,20-04-2023,7,91.08,55.18,20.12,1,Positive,N/A,0,60.89,0,Clicked,Inactive,97.33
U0554,03-03-2022,Premium,33.19,8,23,90.4,23-03-2022,38,94.33,63.18,92.25,4,Positive,Neutral,0,68.78,0,Clicked,Inactive,99.04
U0555,19-08-2023,Basic,33.65,9,14,24.3,26-09-2023,46,52.02,25.71,85.27,5,Neutral,Neutral,3,47.12,0,Not Clicked,Active,65.02
U0556,30-12-2023,Standard,95.85,7,1,18.8,08-08-2024,25,67.71,94.87,77.49,4,Positive,N/A,2,87.64,0,Not Clicked,Active,12.71
U0557,08-12-2022,Standard,55.62,7,18,12.8,19-03-2023,36,77.85,16.98,39.27,5,Positive,Positive,4,44.38,0,Not Clicked,Inactive,50.62
U0558,01-02-2023,Basic,83.1,5,17,88.3,18-03-2023,33,13.1,96.57,50.44,4,Positive,Negative,4,28.49,0,Clicked,Inactive,52.92
U0559,30-11-2023,Premium,71.17,4,27,111.8,03-02-2024,6,60.1,1.49,46.43,5,Positive,N/A,3,89.6,0,Not Clicked,Inactive,51.44
U0560,19-01-2022,Standard,74.11,1,9,54.5,19-04-2022,39,3.43,48.11,25.34,4,Positive,N/A,0,86.16,0,Clicked,Active,56.95
U0561,26-06-2022,Standard,30.54,7,9,18.7,06-12-2022,27,49.76,33.34,50.5,2,Neutral,Neutral,4,16.4,0,Not Clicked,Active,1.87
U0562,04-09-2023,Standard,38.73,1,23,63.9,23-12-2023,38,15.48,44.91,3.05,4,Positive,Neutral,3,2.6,1,Not Clicked,Active,71.12
U0563,31-01-2023,Premium,82.94,1,10,45.1,03-01-2024,38,18.29,57.07,13.18,2,Neutral,N/A,1,9,0,Clicked,Inactive,71.24
U0564,21-03-2023,Premium,97.66,5,19,48.1,21-07-2023,27,36.5,43.56,88.66,2,Positive,Negative,4,28.65,1,Not Clicked,Inactive,11.55
U0565,21-08-2022,Standard,41.01,9,29,76.5,01-03-2023,13,43.24,41.48,75.17,1,Positive,N/A,1,97.23,0,Not Clicked,Inactive,57.02
U0566,17-03-2022,Standard,41.73,6,15,87.7,23-06-2022,49,62.32,73.27,42.29,2,Neutral,N/A,0,55.85,0,Not Clicked,Active,56.84
U0567,22-09-2022,Basic,57.83,3,5,17.7,09-07-2023,37,7.44,68.59,51.72,3,Neutral,N/A,4,37.33,0,Clicked,Inactive,68.25
U0568,31-03-2023,Basic,98.71,3,15,9.1,05-09-2023,3,50.37,83.33,37,2,Positive,N/A,3,88.87,1,Not Clicked,Active,8.54
U0569,19-12-2023,Standard,41.52,7,20,119.3,30-03-2024,41,18.26,25,74.08,4,Neutral,Neutral,2,45.31,0,Not Clicked,Active,62.65
U0570,19-01-2023,Basic,52.56,6,23,31.8,26-10-2023,17,57.4,60.95,78.42,2,Negative,Neutral,4,31.52,1,Clicked,Active,28.08
U0571,18-07-2023,Standard,91.32,9,25,11.2,29-08-2023,43,63.74,58.52,76.33,4,Negative,Neutral,4,94.12,0,Not Clicked,Inactive,50.7
U0572,21-05-2023,Basic,20.23,6,28,26.8,12-08-2023,47,55.67,36.97,72.26,4,Neutral,Positive,4,84.95,0,Clicked,Inactive,77.33
U0573,02-01-2023,Basic,23.18,5,2,9.5,11-07-2023,24,73.83,48.61,20.45,3,Neutral,Positive,4,84.37,1,Clicked,Active,70.56
U0574,24-05-2022,Standard,68.33,7,13,50.1,13-07-2022,6,33.56,31.38,33.8,2,Positive,Positive,3,51.23,0,Not Clicked,Inactive,11.89
U0575,10-03-2022,Premium,92.59,1,24,97.3,05-10-2022,37,76.51,14.18,46.98,2,Neutral,N/A,3,78.94,1,Not Clicked,Active,59.12
U0576,09-04-2022,Basic,39.11,7,16,44.2,12-08-2022,27,43.28,21.38,33.08,5,Positive,Positive,2,17.94,0,Not Clicked,Active,96.91
U0577,31-01-2023,Standard,57.57,3,15,56.1,09-04-2023,4,48.42,10.55,75.49,5,Negative,Positive,3,57.32,0,Not Clicked,Active,15.68
U0578,25-01-2022,Premium,56.04,9,25,82.7,16-10-2022,2,64.81,68.31,32.94,1,Positive,Positive,3,98.38,1,Clicked,Active,85.29
U0579,14-04-2023,Basic,57.84,6,10,63.5,27-12-2023,43,1.84,66.07,13.82,4,Positive,Negative,0,29.1,1,Clicked,Active,70.25
U0580,29-04-2023,Premium,69.8,9,14,104.1,02-11-2023,30,65.4,95.06,39.9,3,Positive,Positive,0,79.44,0,Not Clicked,Active,77.4
U0581,19-07-2023,Basic,57.58,5,10,104.6,04-03-2024,46,61.86,72.97,97.99,5,Positive,Neutral,1,49.05,1,Clicked,Inactive,28.2
U0582,31-05-2022,Basic,55.8,7,25,6.1,05-12-2022,41,30.98,5.2,22.59,2,Positive,Positive,2,3.98,0,Not Clicked,Active,28.79
U0583,24-05-2022,Premium,57.94,4,14,94.5,02-06-2022,19,8.58,88.42,61.22,1,Positive,N/A,0,76.3,1,Not Clicked,Inactive,90.6
U0584,23-07-2023,Basic,67.27,7,26,58,13-11-2023,18,9.09,86.27,43.3,3,Neutral,N/A,2,16.86,0,Clicked,Active,35.98
U0585,08-02-2022,Standard,62.96,1,23,118.7,24-04-2022,47,92.32,44.33,7.1,2,Neutral,N/A,2,63.15,0,Clicked,Inactive,6.3
U0586,19-04-2022,Premium,88.33,7,9,60.6,29-09-2022,10,68.93,58.59,48.79,2,Positive,Neutral,4,8.57,0,Not Clicked,Inactive,60.06
U0587,24-11-2023,Basic,23.96,8,25,118.5,16-02-2024,39,12.71,97.61,70.22,4,Neutral,Negative,2,94.69,0,Not Clicked,Inactive,12.48
U0588,11-02-2022,Standard,86.67,5,14,91.8,31-03-2022,2,35.67,53.23,51.32,4,Positive,Neutral,4,29.17,0,Not Clicked,Active,79.66
U0589,05-07-2022,Premium,87.51,2,3,33.6,26-05-2023,22,59.25,90.53,87.21,5,Positive,Neutral,1,22.65,0,Not Clicked,Inactive,64.17
U0590,02-02-2023,Basic,42.79,5,20,66.9,28-07-2023,6,83.56,8.3,28.89,5,Neutral,Neutral,1,12.91,0,Clicked,Active,87.47
U0591,11-08-2022,Premium,57.03,6,16,119.1,16-03-2023,22,4.37,19.11,8.62,2,Neutral,Positive,1,94.6,1,Clicked,Inactive,78.48
U0592,26-09-2023,Standard,55.08,2,2,103.6,01-04-2024,6,23.66,44.08,93.66,2,Positive,N/A,4,71.19,0,Clicked,Active,11.21
U0593,13-05-2022,Standard,37.48,6,10,16.2,23-04-2023,45,88.97,58.48,37.82,5,Positive,Positive,4,74.17,0,Clicked,Active,38.11
U0594,12-06-2022,Standard,51.74,6,3,86.2,27-01-2023,33,0.92,81.62,57.64,5,Positive,Neutral,1,49.94,0,Clicked,Active,77.46
U0595,03-08-2022,Basic,23.55,1,11,44.7,14-04-2023,41,20.14,98.83,79.2,2,Positive,Neutral,4,47.47,1,Clicked,Inactive,41.73
U0596,23-08-2022,Premium,42.23,1,11,5.8,15-04-2023,18,95.9,38.89,32.43,3,Positive,Neutral,3,11,0,Clicked,Active,97.24
U0597,20-10-2023,Premium,85.33,3,21,51.4,14-11-2023,8,61.34,4.74,71.62,2,Negative,N/A,3,55.98,0,Clicked,Inactive,73.57
U0598,11-08-2023,Standard,42.76,3,21,32,21-10-2023,47,26.17,80.12,13.54,3,Neutral,Negative,4,24.69,0,Clicked,Inactive,1.55
U0599,09-01-2022,Standard,85.46,4,22,99.2,26-09-2022,17,6.7,60.44,29.13,3,Neutral,Negative,4,97.71,0,Not Clicked,Inactive,88
U0600,15-03-2022,Standard,62.53,2,13,43.8,23-11-2022,40,2.82,19.85,14.47,2,Positive,Neutral,0,79.66,0,Not Clicked,Active,10.08
U0601,07-05-2023,Standard,90.39,9,7,100.2,01-02-2024,47,24.47,49.48,81.12,1,Neutral,Positive,0,41.3,0,Clicked,Inactive,14.05
U0602,10-09-2022,Standard,65.98,7,23,5.1,10-01-2023,44,88.15,74.23,22.26,5,Positive,Neutral,2,15.13,0,Not Clicked,Active,73.45
U0603,18-08-2022,Standard,22.37,7,17,40.4,08-01-2023,41,41.59,77.04,71.74,4,Positive,N/A,2,78.53,0,Clicked,Active,86.5
U0604,03-06-2023,Standard,74.03,6,2,32.7,14-02-2024,24,72.03,49.96,94.33,2,Positive,N/A,2,12.21,0,Not Clicked,Inactive,53.63
U0605,23-06-2022,Standard,23.59,3,12,31.9,13-11-2022,13,91.83,30.52,52.78,3,Neutral,N/A,1,18.93,0,Clicked,Inactive,28.9
U0606,15-10-2023,Standard,56.05,6,25,12.8,29-06-2024,43,40.8,97.37,54,2,Negative,Positive,3,21.15,0,Not Clicked,Inactive,35.13
U0607,17-06-2022,Basic,94.35,8,10,26.5,02-08-2022,24,19.13,66.34,46.1,5,Positive,Positive,1,55.69,1,Clicked,Active,34.29
U0608,19-06-2022,Basic,33.22,8,18,68.9,04-06-2023,18,51.71,40.82,32.59,3,Positive,Neutral,4,78.71,1,Not Clicked,Active,32.67
U0609,28-01-2023,Standard,51.19,9,22,38.5,09-02-2023,38,90.81,28.05,47.57,4,Positive,N/A,0,31.43,0,Clicked,Active,24.29
U0610,26-09-2023,Standard,78.39,1,27,53,20-04-2024,14,80.44,73.11,60.28,4,Neutral,N/A,4,8.47,0,Not Clicked,Active,60.89
U0611,13-07-2022,Standard,90.58,1,11,48.3,19-05-2023,15,6.58,24.22,98.6,4,Positive,N/A,4,46.45,0,Clicked,Active,90.04
U0612,01-06-2023,Standard,73.68,3,16,105.7,21-01-2024,26,69.26,17.17,93.78,1,Positive,Negative,0,74.81,0,Clicked,Active,30.71
U0613,29-01-2022,Standard,40.65,3,17,109.1,26-06-2022,39,57.19,52.98,86.22,3,Neutral,Positive,4,22.17,0,Not Clicked,Inactive,18.67
U0614,14-06-2022,Standard,73.97,8,19,61.7,01-05-2023,9,90.75,29,88.91,3,Positive,Positive,2,21.99,0,Clicked,Inactive,83.86
U0615,26-02-2023,Basic,43.74,1,18,43,30-07-2023,3,12.25,62.89,46.78,1,Positive,Positive,0,94.72,1,Not Clicked,Inactive,74.18
U0616,05-12-2022,Standard,77.47,2,3,17.3,19-05-2023,18,53.4,11.79,65.74,3,Positive,Neutral,4,95.42,1,Clicked,Inactive,93.08
U0617,10-10-2023,Standard,96.32,2,21,114.6,07-01-2024,27,87.95,65.49,89.51,1,Neutral,Positive,2,99.05,0,Clicked,Active,16.55
U0618,11-05-2023,Premium,77.71,3,27,11.9,12-11-2023,20,41,28.33,39.3,2,Positive,N/A,2,80.77,0,Not Clicked,Active,14.43
U0619,31-12-2022,Standard,89.03,6,26,39.2,13-11-2023,46,48.2,0.02,96.18,5,Negative,Negative,3,18.82,1,Clicked,Inactive,54.14
U0620,08-12-2022,Basic,20.17,1,16,39.3,30-11-2023,13,7.05,12.69,41.58,4,Neutral,Neutral,2,21.2,1,Clicked,Active,61.44
U0621,15-05-2023,Basic,77.41,2,6,41.8,04-11-2023,32,27.81,93.36,60.11,1,Positive,Positive,1,34.02,1,Not Clicked,Active,48.02
U0622,19-10-2023,Basic,86.37,1,25,23.9,22-05-2024,47,32.45,86.74,70.98,1,Positive,Positive,0,31.81,0,Not Clicked,Active,59.9
U0623,26-05-2023,Standard,23.24,5,12,95.1,13-02-2024,9,94.51,23.36,95.06,1,Positive,N/A,0,95.65,0,Not Clicked,Active,18.04
U0624,23-11-2022,Basic,89.73,7,11,19.1,27-02-2023,18,28.27,77.84,24.46,2,Positive,Neutral,0,78.91,0,Clicked,Inactive,47.96
U0625,05-08-2022,Standard,40.54,8,15,78,29-11-2022,29,46.09,60.86,74.61,1,Negative,Neutral,4,72.4,0,Not Clicked,Inactive,65.81
U0626,28-10-2022,Standard,73.22,1,15,19.2,14-05-2023,21,67.13,97.09,52.08,5,Neutral,N/A,4,18.6,0,Clicked,Inactive,43.27
U0627,12-05-2022,Basic,84.03,7,16,13.1,27-03-2023,2,16.22,37.36,26.86,5,Positive,Neutral,1,90.95,0,Clicked,Active,67.94
U0628,11-03-2022,Standard,73.01,5,10,109.6,31-03-2022,36,48.64,68.15,77.66,4,Positive,Neutral,2,82.79,1,Not Clicked,Active,45.12
U0629,09-09-2022,Basic,27.38,1,12,26.9,27-03-2023,40,73.85,6.35,55.22,2,Positive,N/A,4,16.36,1,Clicked,Inactive,33.36
U0630,19-02-2023,Standard,67.71,3,28,99.4,25-01-2024,17,86.69,39.62,66.1,5,Positive,N/A,2,87.12,0,Clicked,Active,30.36
U0631,21-03-2023,Basic,63.97,7,13,67.6,23-11-2023,10,62.63,96.38,32.29,3,Positive,Negative,2,27.22,1,Clicked,Active,41.09
U0632,01-07-2022,Premium,92.03,1,4,14,02-04-2023,47,66.91,53.9,48.13,3,Positive,Neutral,4,8.09,0,Not Clicked,Inactive,2.31
U0633,16-06-2022,Basic,52.34,7,7,114.9,06-03-2023,1,12.63,28.79,61.74,3,Negative,Neutral,4,65.68,1,Not Clicked,Inactive,66.85
U0634,01-04-2022,Premium,45.69,5,22,33.4,28-05-2022,11,94.58,12.03,40.49,1,Positive,N/A,1,65.38,0,Not Clicked,Inactive,84.51
U0635,15-12-2023,Standard,79.99,1,2,103.9,11-10-2024,5,13.26,70.35,19.84,1,Positive,Neutral,3,9.49,0,Clicked,Active,35.46
U0636,15-06-2023,Premium,53.01,1,26,24.4,15-07-2023,42,77.47,64.49,96.16,3,Neutral,N/A,0,31.89,0,Not Clicked,Active,4.6
U0637,08-02-2022,Standard,71.69,1,27,103.2,14-10-2022,39,26.48,37.39,51.15,4,Positive,N/A,4,99.28,0,Not Clicked,Inactive,98.68
U0638,06-05-2022,Standard,71.72,9,27,6.5,06-08-2022,43,93.36,95.09,73.39,4,Positive,N/A,4,67.84,0,Clicked,Active,26.37
U0639,27-03-2023,Standard,91.04,3,27,63.9,16-12-2023,28,72,2.22,41.1,1,Positive,Positive,2,73.01,0,Clicked,Inactive,12.66
U0640,22-06-2022,Standard,67.9,5,15,93.5,19-03-2023,29,75.38,30.37,35.51,3,Positive,Positive,3,21.29,1,Clicked,Active,36.98
U0641,15-10-2023,Standard,60.17,9,8,112.5,16-01-2024,1,21.91,92.11,40.72,4,Negative,Positive,4,7.88,0,Clicked,Inactive,73.86
U0642,08-08-2022,Standard,31.11,6,7,109.6,08-01-2023,8,44.3,32.09,40.92,1,Negative,N/A,3,27.69,0,Not Clicked,Inactive,29.39
U0643,30-09-2023,Standard,29.26,9,15,99.3,10-07-2024,46,61.78,25.23,54.42,3,Negative,Neutral,0,24.89,0,Clicked,Active,57.47
U0644,27-02-2022,Basic,32.35,8,23,107.1,17-05-2022,1,77,53.42,54.35,2,Neutral,Positive,2,23.45,0,Clicked,Active,41.56
U0645,22-10-2023,Basic,33.75,8,14,27.9,08-08-2024,28,10.4,82.38,49.72,3,Positive,Positive,1,19.28,0,Not Clicked,Inactive,11.78
U0646,21-04-2023,Standard,71.03,1,8,37.7,13-07-2023,32,96.24,10.31,13.48,3,Negative,Neutral,0,57.48,1,Not Clicked,Inactive,33.03
U0647,01-04-2023,Standard,79.28,9,28,38.2,30-03-2024,9,89.02,94.3,49.61,5,Negative,Positive,3,32.81,0,Not Clicked,Active,72.49
U0648,27-12-2022,Standard,62.4,6,12,48.4,01-02-2023,33,27.03,79.51,16.91,5,Positive,Positive,3,82.03,0,Clicked,Inactive,61.2
U0649,01-01-2022,Standard,86.32,9,13,50.2,08-12-2022,43,82.28,18.13,12.61,2,Positive,Negative,0,18.39,1,Clicked,Active,11.98
U0650,22-01-2023,Premium,99.3,3,11,67.6,14-12-2023,7,51.83,71.2,93.26,2,Positive,Positive,3,46.46,0,Clicked,Active,16.33
U0651,14-12-2022,Basic,85.6,3,17,23.4,02-08-2023,36,46.18,38.5,60.5,3,Positive,Positive,1,1.37,0,Clicked,Active,64.07
U0652,09-07-2022,Basic,75.59,6,29,84.5,09-10-2022,32,31.44,40.23,65.95,4,Positive,N/A,1,48.17,1,Clicked,Inactive,81.34
U0653,20-05-2023,Basic,62.6,9,17,24.3,19-04-2024,46,58.1,78.33,40.18,2,Negative,N/A,3,5.58,0,Not Clicked,Active,34.95
U0654,10-07-2022,Standard,55.91,7,24,40.7,19-10-2022,5,72.99,96.28,90.9,3,Negative,Neutral,3,97.77,0,Clicked,Active,59.53
U0655,23-05-2023,Premium,26.75,3,4,62.9,04-11-2023,43,41.09,12.67,63.79,1,Positive,Positive,1,79.06,1,Clicked,Inactive,17.06
U0656,04-01-2023,Basic,51.95,3,21,96.6,11-06-2023,39,62.92,42.06,76.92,5,Positive,N/A,3,49.01,0,Clicked,Active,31.14
U0657,13-02-2023,Standard,92.81,2,8,90,26-02-2023,44,69.93,48.09,36.86,4,Neutral,Neutral,4,8.66,0,Not Clicked,Active,2.03
U0658,27-04-2022,Standard,84.64,9,5,79.2,07-12-2022,18,71.11,37.63,96,3,Neutral,Positive,2,59.24,1,Not Clicked,Active,76.83
U0659,14-05-2022,Standard,37.28,3,26,22.9,25-07-2022,31,5.2,36.32,82.05,1,Positive,Positive,4,75.88,0,Not Clicked,Inactive,40.1
U0660,27-02-2022,Standard,57.33,5,16,67.9,02-11-2022,26,85.97,5.23,85.39,5,Neutral,Positive,3,19.07,0,Clicked,Active,81.61
U0661,10-07-2023,Basic,85.34,9,4,15.1,08-10-2023,0,45.83,68.55,17.22,1,Neutral,Neutral,3,56.82,1,Clicked,Inactive,70.84
U0662,16-11-2023,Standard,25.39,8,28,48.4,18-06-2024,42,26.24,43.62,27.1,3,Negative,N/A,2,81.42,1,Clicked,Inactive,82.87
U0663,03-11-2023,Standard,50.99,2,22,52.6,31-01-2024,32,24.18,19.48,28.56,2,Positive,N/A,3,76.82,0,Clicked,Inactive,28.57
U0664,22-06-2022,Basic,88.15,3,29,9.6,20-07-2022,39,48.3,81.6,27.09,5,Positive,Neutral,2,80.3,0,Not Clicked,Inactive,18.51
U0665,29-05-2022,Standard,52.31,2,15,36.5,29-03-2023,31,88.68,80.26,85.54,1,Negative,Neutral,1,87.93,1,Not Clicked,Active,97.19
U0666,21-03-2022,Basic,26.21,8,12,114.9,26-10-2022,4,37.83,48.64,3.19,2,Positive,Negative,2,93.77,1,Not Clicked,Active,71.73
U0667,01-08-2022,Standard,63.4,6,5,114.7,24-06-2023,16,74.97,29.85,7.61,4,Neutral,Neutral,2,40.55,0,Not Clicked,Inactive,83.4
U0668,22-07-2022,Standard,88.94,6,23,45.5,21-02-2023,7,9.68,63.81,27.39,3,Positive,Positive,4,56.88,0,Not Clicked,Inactive,1.31
U0669,17-08-2022,Standard,67.22,9,16,10,25-03-2023,41,47.61,28.82,19.99,3,Positive,Negative,3,79.07,0,Clicked,Active,35.45
U0670,07-11-2023,Standard,38.1,8,14,25.6,18-12-2023,33,99.17,23.6,23.19,5,Positive,N/A,1,69.71,1,Not Clicked,Active,74.28
U0671,15-08-2022,Basic,50.74,4,10,50.1,27-12-2022,8,77.04,73.05,79.79,1,Positive,Neutral,0,99.55,1,Clicked,Active,7.8
U0672,21-10-2023,Standard,56.01,4,7,114,01-12-2023,22,21.05,4.03,56.31,4,Negative,N/A,2,1.37,1,Not Clicked,Active,56.73
U0673,16-06-2023,Basic,66.34,9,13,21.2,26-11-2023,34,50.14,9.48,0.58,5,Positive,Neutral,0,35.51,1,Clicked,Active,42.91
U0674,17-03-2023,Basic,80.75,1,20,92.8,11-03-2024,49,23.36,0.68,42.93,5,Neutral,Neutral,3,28.1,0,Clicked,Active,1.76
U0675,06-02-2023,Premium,27.91,2,28,17.5,15-11-2023,6,40.96,15.29,40.79,1,Neutral,Positive,2,26.23,0,Not Clicked,Active,23.6
U0676,16-02-2022,Basic,91.17,2,29,117.8,14-04-2022,14,78.01,6.9,11.39,4,Positive,Negative,0,22.25,1,Clicked,Active,28.48
U0677,21-08-2022,Standard,20.98,6,5,48.9,18-06-2023,19,77.12,99.58,67.61,1,Neutral,N/A,4,70.91,1,Clicked,Active,11.19
U0678,01-11-2022,Standard,49.6,4,29,94.2,18-09-2023,49,22.81,28.88,70.21,3,Positive,Negative,0,8.48,0,Clicked,Inactive,63.15
U0679,10-06-2023,Basic,22.19,3,3,44.4,04-07-2023,24,92.22,14.93,72.09,2,Neutral,Positive,4,74.16,0,Clicked,Inactive,24.24
U0680,23-05-2022,Basic,51.44,3,15,77.2,03-08-2022,2,59.26,24.1,72.85,3,Positive,Positive,1,69.34,1,Not Clicked,Inactive,27.76
U0681,19-02-2023,Basic,62.07,3,4,27.1,27-06-2023,45,37.99,93.61,0.01,3,Positive,Neutral,3,25.08,0,Not Clicked,Active,89.82
U0682,28-05-2023,Premium,60.93,6,15,21.8,22-08-2023,23,50.19,52.02,95.39,5,Positive,Neutral,0,25.28,0,Clicked,Active,46.71
U0683,08-01-2023,Standard,33.25,8,14,112.9,03-12-2023,33,60.51,36.48,81.42,3,Neutral,Neutral,2,62.89,0,Clicked,Inactive,39.21
U0684,20-07-2023,Basic,71.66,7,20,110.5,19-12-2023,45,55.99,87.34,90.4,4,Negative,N/A,3,76.22,0,Not Clicked,Inactive,72.39
